Polska nazwa,Angielska nazwa,Interakcje,Strona,
Naproksen,Naproxen,"Nie zaobserwowano wpływu pokarmu na działanie naproksenu. Pożywienie może wydłużyć wchłanianie naproksenu z przewodu pokarmowego, ale nie zmniejsza jego całkowitej biodostępności. Przyjmowanie naproksenu z pokarmem zmniejsza podrażnienie przewodu pokarmowego.
Podczas jednoczesnego stosowania etanolu oraz naproksenu może wystąpić nasilenie działań niepożądanych leku związanych z układem pokarmowym oraz ośrodkowym układem nerwowym. Sporadyczne spożycie alkoholu w połączeniu z naproksenem może dawać inne objawy w porównaniu do przewlekłego nadużywania alkoholu.
Ostrożność w stosowaniu naproksenu należy zachować również w przypadku palaczy. Dym nikotynowy wchodzi w często nieprzewidywalne interakcje z substancjami leczniczymi.  W tym przypadku może dojść do zaostrzenia krwawień z przewodu pokarmowego. 
Pacjenci poddani terapii naproksenem mogą doświadczyć błędów i nieprawidłowości podczas przebiegu niektórych badań laboratoryjnych (np. czynności kory nadnerczy).
",https://www.doz.pl//leki/w844-Naproksen,
Naratryptan,Naratriptan,"Naratryptan może w różnym stopniu nasilać senność i zawroty głowy, dlatego pacjent musi dokonać samooceny wpływu leku na zdolność prowadzenia pojazdów.
Jednoczesne stosowanie preparatów z dziurawca (Hypericum perforatum) może zwiększać częstość występowania działań niepożądanych.
",https://www.doz.pl//leki/w845-Naratryptan,
Natalizumab,Natalizumab,"Niektóre działania niepożądane pojawiające się w trakcie stosowania leku (zawroty głowy) mogą wpływać negatywnie na zdolność prowadzenia pojazdów oraz obsługiwania maszyn mechanicznych.
Podawanie  szczepionek oraz toksoidów podczas stosowania natalizumabu nie jest zalecane, może doprowadzić do zmniejszonej odpowiedzi układu immunologicznego i osłabienia ich skuteczności. Ponadto podanie żywych szczepionek wiąże się z ryzykiem wywołania infekcji drobnoustrojami zawartymi w szczepionce.
",https://www.doz.pl//leki/w846-Natalizumab,
Natamycyna,Natamycin,"Natamycyna nie wywiera wpływu na zdolność prowadzenia pojazdów i obsługi maszyn potencjalnie niebezpiecznych.
",https://www.doz.pl//leki/w847-Natamycyna,
Nateglinid,Nateglinide,"Pożywienie może opóźnić początek działania nateglinidu, dlatego lek przyjmuje się przed posiłkami.
Alkohol może zakłócić utrzymanie w równowadze poziomu cukru we krwi. Możliwość jego spożywania w trakcie leczenia nateglinidem powinna być skonsultowana z lekarzem.
Ziele dziurawca (Hypericum perforatum) może zmniejszać przeciwcukrzycowe działanie nateglinidu.
",https://www.doz.pl//leki/w848-Nateglinid,
Nebiwolol,Nebivolol,"Alkohol może nasilić działanie hipotensyjne nebiwololu, powodując zwiększone uczucie zmęczenia czy zawroty głowy. Nie wpływa natomiast na sam metabolizm leku. Należy zachować ostrożność podczas spożywania alkoholu (zwłaszcza w dużych ilościach) w trakcie terapii nebiwololem.
",https://www.doz.pl//leki/w849-Nebiwolol,
Nefopam,Nefopam,"Podczas stosowania nefopamu nie należy spożywać alkoholu.
",https://www.doz.pl//leki/w851-Nefopam,
Nelarabina,Nelarabine,"Brak badań dotyczących wpływu substancji leczniczej na zdolność prowadzenia pojazdów i obsługiwania maszyn.
U niektórych pacjentów, nelarabina powodowała wystąpienie senności. Przed podjęciem czynności wymagających koordynacji ruchowo–wzrokowej należy ocenić wpływ leku na organizm pacjenta.
Podczas chemioterapii wykorzystującej nelarabinę nie zaleca się przyjmowania szczepionek zawierających żywe szczepy drobnoustrojów. Zmniejszenie odporności u niektórych pacjentów może być przyczyną pojawienia się objawów zakażenia.
",https://www.doz.pl//leki/w852-Nelarabina,
Neomycyna,Neomycin,"Jednoczesne spożywanie alkoholu w trakcie terapii neomycyną niesie ze sobą ryzyko wystąpienia zakłóceń w działaniu antybiotyku i nie jest zalecane. 
Szczepionki wykorzystywane przeciwko durowi brzusznemu mogą ulec dezaktywacji pod wpływem neomycyny. 
",https://www.doz.pl//leki/w853-Neomycyna,
Neostygmina,Neostigmine,"Podanie wyłącznie parenteralne, brak interakcji z żywnością. 
Neostygminy nie należy łączyć z alkoholem.
",https://www.doz.pl//leki/w854-Neostygmina,
Netupitant,Netupitant,"Brak danych na temat interakcji netupitantu z pożywieniem. 
Brak danych na temat interakcji netupitantu z alkoholem. 
",https://www.doz.pl//leki/w1330-Netupitant,
Neurotoksyna,Clostridium,"Neurotoksyna Clostridium botulinum typu A (150 kD)  może powodować nieznaczne objawy wpływające na zdolność prowadzenia pojazdów i obsługiwania maszyn takie jak zaburzenia widzenia związane z miejscowym osłabieniem mięśni pod wpływem działania substancji oraz ogólne osłabienie organizmu i zawroty głowy. Jeśli u pacjenta wystąpią takie działania niepożądane, należy zachować ostrożność w czasie wykonywania tychże czynności.
",https://www.doz.pl//leki/w856-Neurotoksyna_Clostridium_botulinum_typu_A_150_kD,
Newirapina,Nevirapine,"Należy zachować szczególną ostrożność podczas prowadzenia pojazdów lub obsługi maszyn gdyż jednym z objawów niepożądanych stosowania newiprawiny jest zmęczenie, które może mieć bezpośredni wpływ na wykonywane czynności.
Preparaty zawierające w składzie wyciąg z dziurawca mogą osłabiać przeciwwirusowe działanie newipraminy, a tym samym zmniejszać jej skuteczność i nie powinny być przyjmowane w czasie terapii.
",https://www.doz.pl//leki/w857-Newirapina,
Nicergolina,Nicergoline,"Alkohol nasila działanie niepożądane nicergoliny dotyczące układu nerwowego, takie jak zaburzenia snu, omdlena, zawroty głowy, niepokój, senność lub bezsenność.
Nicergolina jest metabolizowana przez cytochrom P450, dlatego nie można wykluczyć interakcji z lekami, metabolizowanymi w ten sam sposób.
",https://www.doz.pl//leki/w858-Nicergolina,
Nifuratel,Nifuratel,"Nie wolno stosować nifuratelu z alkoholem etylowym gdyż może to doprowadzić do reakcji disulfiramowej.
",https://www.doz.pl//leki/w859-Nifuratel,
Nifuroksazyd,Nifuroxazide,"Podczas stosowania nifuroksazydu nie powinno się spożywać alkoholu, ze względu na prawdopodobieństwo wystąpienia reakcji disulfiramopodobnej. Reakcja wynika z hamowania enzymów metabolizujących etanol (alkohol), czego konsekwencją jest gromadzenie się aldehydu octowego. Związek ten, jest metabolitem alkoholu, wywiera szkodliwy wpływ na organizm człowieka. Objawy reakcji disulfiramopodobnej to: ból brzucha,  ból głowy, nudności, wymioty, wzmożona potliwość, rozszerzenie naczyń krwionośnych powodujące zaczerwienienie skóry oraz spadek ciśnienia krwi.
Nifuroksazyd wykazuje silne właściwości adsorpcyjne, co może mieć wpływ na metabolizm innych substancji czynnych (zaburzanie wchłaniania z przewodu pokarmowego). Podczas stosowania nifuroksazydu należy unikać równoczesnego stosowania innych leków doustnych.
",https://www.doz.pl//leki/w1390-Nifuroksazyd,
Nikotyna,Nicotine,"Nikotyna nie wywiera lub w sposób bardzo nieznaczny wpływa na zdolność obsługi maszyn oraz prowadzenie pojazdów. 
Nikotyna stosowana w plastrach może powodować oparzenia skóry, jeśli jest stosowana podczas diagnostyki z użyciem rezonansu magnetycznego (MRI). 
",https://www.doz.pl//leki/w861-Nikotyna,
Nikotynylometyloamid,Nicotinylmethylamide,"Nikotynylometyloamid nasila działanie rozkurczowe suchego wyciągu z pokrzyku wilczej jagody. 
",https://www.doz.pl//leki/w863-Nikotynylometyloamid,
Nilotynib,Nilotinib,"Nilotynibu nie należy przyjmować w trakcie posiłku, gdyż pokarm zwiększa dostępność biologiczną leku. Lek należy przyjąć minimum 2h po ostatnim posiłku oraz minimum godzinę przed kolejnym posiłkiem.
Ziela dziurawca zwyczajnego (Hypericum perforatum) może wpływać na zmniejszenie stężenie nilotynibu w osoczu.
",https://www.doz.pl//leki/w864-Nilotynib,
Nimesulid,Nimesulide,"Nimesulid stosowany na czczo może powodować owrzodzenia przewodu pokarmowego. 
Lek nie może być stosowany u osób nadużywających alkoholu
",https://www.doz.pl//leki/w865-Nimesulid,
Nimodypina,Nimodipine,"Należy unikać spożywania grejpfrutów oraz soku grejpfrutowego w trakcie terapii nimodypiną. Sok grejpfrutowy hamuje enzym 3A4 cytochromu P450. W konsekwencji dochodzi do zmniejszenia metabolizmu efektu pierwszego przejścia lub zmniejszenia klirensu nimodypiny. Stężenie substancji w surowicy zwiększa się, a jej działanie ulega wydłużeniu. Efekt ten może utrzymywać się nawet 4 dni po spożyciu soku grejpfrutowego.
",https://www.doz.pl//leki/w866-Nimodypina,
Nintedanib,Nintedanib,"Przyjęcie nintedanibu z posiłkiem bogatotłuszczowym prowadzi do zwiększenia ekspozycji na lek o około 20% w porównaniu do podania na czczo, a także do wydłużenia czasu potrzebnego do osiągnięcia stężenia maksymalnego z 2 do 4 h w stosunku do podania na czczo.
Ziele dziurawca (Hypericum perforatum) może zmniejszać ekspozycję na nintedanib.
",https://www.doz.pl//leki/w867-Nintedanib,
Nitrazepam,Nitrazepam,"W trakcie przyjmowania nitrazepamu zalecane jest ograniczenie spożycia kawy. Lek można przyjmować z pokarmem.
Przyjmowanie nitrazepamu podczas spożywania alkoholu lub w przypadku pacjentów z ostrym zatruciem alkoholowym jest niebezpieczne ze względu na zwiększenie ryzyko nadmiernego uspokojenia i nasilenia depresyjnego wpływu na ośrodkowy układ nerwowy.
",https://www.doz.pl//leki/w868-Nitrazepam,
Nitrendypina,Nitrendipine,"Sok grejpfrutowy hamuje metabolizm nitrendypiny przez co możliwe jest nasilenie działań niepożądanych leku, w tym nadmiernego spadku ciśnienia krwi. Podczas stosowania substancji  należy unikać spożywania soku grejpfrutowego.
Jednoczesne spożywanie alkoholu w trakcie terapii nitrendypiną może nasilać działanie hipotensyjne substancji. Alkohol zwiększa ryzyko wystąpienia zmęczenia, zawrotów głowy oraz omdleń. Należy unikać nadmiernego spożycia alkoholu podczas leczenia nitrendypiną.
W przypadku jednoczesnego stosowania preparatów z dziurawcem istnieje ryzyko zwiększenia szybkości metabolizmu nitrendypiny, co może prowadzić do obniżenia skuteczności leczenia tą substancją.
",https://www.doz.pl//leki/w869-Nitrendypina,
Nitrofural,Nitrofural,"Nitrofural nie wpływa na zdolności psychomotoryczne.
Nie odnotowano dotychczas klinicznie istotnych interakcji nitrofuralu.
",https://www.doz.pl//leki/w870-Nitrofural,
Nitrogliceryna,Nitroglycerin,"Nie należy łączyć nitrogliceryny i alkoholu ze względu na wzrost ryzyka nadmiernego obniżenia ciśnienia krwi.
Nitrogliceryna wpływa na oznaczanie katecholamin i kwasu wanilinomigdałowego w moczu poprzez nasilenie ich wydalania.
",https://www.doz.pl//leki/w871-Nitrogliceryna,
Nitroksolina,Nitroxoline,"Nitroksolina w niewielkim stopniu może wpływać na obsługę i prowadzenie maszyn i pojazdów w ruchu ze względu na zdarzające się przypadki wystąpienia po zastosowaniu: znużenia oraz bólu i zawrotów głowy.
Podczas wykonywania analizy moczu należy pamiętać, że nitroksolina barwi mocz na żółto.
",https://www.doz.pl//leki/w872-Nitroksolina,
Nityzynon,Nitisinone,"Nityzynon może wywierać niewielki wpływ na zdolność prowadzenia pojazdów ze względu na ryzyko zaburzenia widzenia. Pacjent nie może prowadzić pojazdów do czasu ustąpienia objawów.
",https://www.doz.pl//leki/w873-Nityzynon,
Niwolumab,Nivolumab,"Przed rozpoczęciem stosowania substancji czynnej nie zaleca się stosowania systemowego kortykosteroidów i leków immunosupresyjnych. Zauważono, że może mieć to wpływ na farmakodynamikę leku.
",https://www.doz.pl//leki/w1411-Niwolumab,
Nomegestrol,Nomegestrol,"Nomegestrol może powodować problemy z widzeniem. W przypadku wystąpienia działań niepożądanych zaburzających percepcję, nie należy prowadzić pojazdów oraz obsługiwać maszyn. 
Wyciąg z dziurawca (Hypericum perforatum) może osłabiać działanie nomegestrolu. 
",https://www.doz.pl//leki/w875-Nomegestrol,
Nonoksynol-9,"Nonoxynol-9,","Nie zaleca się używania globulek równocześnie z innymi preparatami dopochwowymi.
",https://www.doz.pl//leki/w877-Nonoksynol-9,
Noradrenalina,"Noradrenaline,","Nie dotyczy - noradrenalina jest podawana wyłącznie w stanach zagrożenia życia.
",https://www.doz.pl//leki/w878-Noradrenalina,
Norelgestromin,Norelgestromin,"Norelgestromin może nasilać nietolerancję alkoholu.
Ziele dziurawca (Hypericum perforatum) osłabia działanie antykoncepcyjne norelgestrominu.
",https://www.doz.pl//leki/w879-Norelgestromin,
Noretysteron,Norethisterone,"Lek może wpływać na wyniki badań laboratoryjnych, min. są to biochemiczne parametry czynności wątroby, tarczycy, nadnerczy i nerek, stężenie białek osocza, dodatkowo parametry metabolizmu węglowodanów oraz parametry krzepliwości krwi i fibrynolizy. Zmiany, które może wywołać noretysteron w powyższych badaniach mieszczą się w granicach dla poszczególnych badań.
",https://www.doz.pl//leki/w880-Noretysteron,
Norfloksacyna,Norfloxacin,"Produkty mleczne (jogurt, mleko) zmniejszają wchłanianie norfloksacyny. Posiłki zawierające te produkty powinny być spożywane godzinę przed lub dwie godziny po przyjęciu norfloksacyny.
Alkohol może nasilać działania niepożądane norfloksacyny takie jak zawroty i bóle głowy. Istnieje możliwość spowolnienia czasu reakcji przy spożywaniu alkoholu podczas terapii chemioterapeutykiem.
Norfloksacyna może powodować reakcje nadwrażliwości na światło słoneczne i promieniowanie ultrafioletowe. Fotouczulenie objawia się czerwonymi plamami na skórze, świądem oraz wysypką. W niektórych przypadkach możliwe jest wystąpienie gorączki. W trakcie terapii należy unikać nadmiernej ekspozycji na światło słoneczne oraz ultrafioletowe.
",https://www.doz.pl//leki/w881-Norfloksacyna,
Norgestimat,Norgestimate,"Norgestimat może być przyjmowany niezależnie od posiłków.
Alkohol nasila przemiany metaboliczne norgestimatu, co może skutkować zmniejszeniem efektywności terapeutycznej leku.
Jeżówka purpurowa Echinacea purpurea oraz dziurawiec zwyczajny Hypericum perforatum nasilają przemiany metaboliczne norgestimatu, co może skutkować zmniejszeniem skuteczności terapeutycznej leku.
",https://www.doz.pl//leki/w912-Norgestimat,
Obinutuzumab,Obinutuzumab,"Substancja czynna nie wpływa na zdolność prowadzenia pojazdów lub jej wpływ jest nieznaczny. W przypadku pacjentów, którzy otrzymali pierwszą dawkę obinutuzumabu prowadzenie pojazdów jest możliwe dopiero po ustąpieniu ewentualnych działań niepożądanych związanych z infuzją leku. 
Stosowanie szczepionek zawierających żywe wirusy nie jest zalecane podczas jednoczesnego przyjmowania obinutuzumabu ze względu jego działanie immunosupresyjne.
",https://www.doz.pl//leki/w883-Obinutuzumab,
Octan,cynku,"Żywność hamuje wchłanianie octanu cynku z przewodu pokarmowego. Substancję należy stosować na czczo, godzinę przed jedzeniem lub 2–3 godziny po posiłku.
",https://www.doz.pl//leki/w884-Octan_cynku,
Octan,wapnia,"W celu związania jak największej ilości fosforanów zawartych w pożywieniu octan wapnia należy przyjmować z posiłkami. Należy stosować się do wskazówek dietetycznych przekazanych przez lekarza. 
",https://www.doz.pl//leki/w885-Octan_wapnia,
Ofatumumab,Ofatumumab,"Nie przeprowadzono badań wpływu ofatumumabu na zdolność prowadzenia pojazdów mechanicznych, w tym samochodów.
",https://www.doz.pl//leki/w887-Ofatumumab,
Ofloksacyna,Ofloxacin,"Alkohol może nasilać objawy niepożądane ofloksacyny. W związku z tym zaleca się unikać picia alkoholu podczas trwania leczenia.
Podczas leczenia ofloksacyną wynik testu wykrywającego opioidy lub porfiryny w moczu może być zafałszowany (fałszywie dodatni). Zaleca się potwierdzenie wyniku dodatniego innymi metodami.
",https://www.doz.pl//leki/w888-Ofloksacyna,
Okryplazmina,Ocriplasmin,"Rezultaty takich badań jak: tomografia optyczna, oftalmoskopia, test widzenia kolorów, elektroretinogram całopolowy mogą okazać się wadliwe w wyniku zastosowania okryplazminy. Należy to rozważyć, jeżeli takie techniki badawcze zostały zastosowane  do rozstrzygania lub kontrolowania innych stanów patologicznych w obrębie narządu wzroku.
",https://www.doz.pl//leki/w889-Okryplazmina,
Oksaliplatyna,Oxaliplatin,"W chwili obecnej nie dysponujemy badaniami określającymi wpływ oksaliplatyny na zdolność prowadzenia pojazdów. Wiadomo natomiast, iż istnieje wiele działań niepożądanych w czasie terapii oksaliplatyną, które to mogą tę zdolność w znaczny sposób upośledzać. Należą do nich: zawroty głowy, nudności i wymioty, a także inne objawy neurologiczne wpływające na chód i utrzymanie równowagi, co może wpływać na wykonywanie tych czynności. Pacjent powinien zostać poinformowany o możliwości wystąpienia tego typu zaburzeń.
",https://www.doz.pl//leki/w890-Oksaliplatyna,
